"","year","state","total_pounds_SHARK, TOPE","total_pounds_SHARK, DOGFISH, SPINY","total_pounds_SHARK, BLUE","total_pounds_SHARK, LEOPARD","total_pounds_SHARK, MAKO, SHORTFIN","total_pounds_SHARK, THRESHER","total_pounds_SHARK, PACIFIC ANGEL","total_pounds_SHARK, WHITE","total_pounds_SHARK, THRESHER, BIGEYE","total_pounds_SHARK, DOGFISH, SMOOTH","total_pounds_SHARK, BLACKTIP","total_pounds_SHARK, MAKO, LONGFIN","total_pounds_SHARK, PORBEAGLE","total_pounds_SHARK, DUSKY","total_pounds_SHARK, SANDBAR","total_pounds_SHARK, SAND TIGER","total_pounds_SHARK, TIGER","total_pounds_SHARK, LEMON","total_pounds_SHARK, BULL","total_pounds_SHARK, NURSE","total_pounds_SHARK, SHARPNOSE, ATLANTIC","total_pounds_SHARK, WHITETIP, OCEANIC","total_pounds_SHARK, BIGNOSE","total_pounds_SHARK, SPINNER","total_pounds_SHARK, BLACKNOSE","total_pounds_SHARK, SILKY","total_pounds_SHARK, ANGEL, ATLANTIC","total_pounds_SHARK, BONNETHEAD","total_pounds_SHARK, NIGHT","total_pounds_SHARK, FINETOOTH","total_pounds_SHARK, HAMMERHEAD, SMOOTH","total_pounds_SHARK, BROWN CAT","total_pounds_SHARK, HAMMERHEAD, SCALLOPED","total_pounds_SHARK, HAMMERHEAD, GREAT","total_dollars_SHARK, TOPE","total_dollars_SHARK, DOGFISH, SPINY","total_dollars_SHARK, BLUE","total_dollars_SHARK, LEOPARD","total_dollars_SHARK, MAKO, SHORTFIN","total_dollars_SHARK, THRESHER","total_dollars_SHARK, PACIFIC ANGEL","total_dollars_SHARK, WHITE","total_dollars_SHARK, THRESHER, BIGEYE","total_dollars_SHARK, DOGFISH, SMOOTH","total_dollars_SHARK, BLACKTIP","total_dollars_SHARK, MAKO, LONGFIN","total_dollars_SHARK, PORBEAGLE","total_dollars_SHARK, DUSKY","total_dollars_SHARK, SANDBAR","total_dollars_SHARK, SAND TIGER","total_dollars_SHARK, TIGER","total_dollars_SHARK, LEMON","total_dollars_SHARK, BULL","total_dollars_SHARK, NURSE","total_dollars_SHARK, SHARPNOSE, ATLANTIC","total_dollars_SHARK, WHITETIP, OCEANIC","total_dollars_SHARK, BIGNOSE","total_dollars_SHARK, SPINNER","total_dollars_SHARK, BLACKNOSE","total_dollars_SHARK, SILKY","total_dollars_SHARK, ANGEL, ATLANTIC","total_dollars_SHARK, BONNETHEAD","total_dollars_SHARK, NIGHT","total_dollars_SHARK, FINETOOTH","total_dollars_SHARK, HAMMERHEAD, SMOOTH","total_dollars_SHARK, BROWN CAT","total_dollars_SHARK, HAMMERHEAD, SCALLOPED","total_dollars_SHARK, HAMMERHEAD, GREAT"
"402",2003,"RHODE ISLAND",NA,122870,NA,NA,NA,NA,NA,NA,NA,4833,NA,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19856,NA,NA,NA,NA,NA,NA,NA,688,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2003,"SOUTH CAROLINA",NA,NA,NA,NA,3043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2003,"WASHINGTON",NA,1414164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2004,"ALABAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2004,"ALASKA",NA,12203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2004,"CALIFORNIA",58613,61069,NA,25264,119961,252793,28703,NA,11789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39814,36153,NA,18124,98193,196950,15330,NA,4060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2004,"CONNECTICUT",NA,50373,NA,NA,NA,NA,NA,NA,NA,6459,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6900,NA,NA,NA,NA,NA,NA,NA,1026,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2004,"DELAWARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2004,"FLORIDA-EAST",NA,NA,NA,NA,5155,NA,NA,NA,NA,NA,347852,NA,NA,NA,335497,NA,12546,14635,21338,NA,223372,NA,NA,NA,73069,NA,NA,33804,NA,100066,NA,NA,NA,NA,NA,NA,NA,NA,5469,NA,NA,NA,NA,NA,117195,NA,NA,NA,103859,NA,3958,5429,6833,NA,81164,NA,NA,NA,47696,NA,NA,20437,NA,58041,NA,NA,NA,NA
"411",2004,"FLORIDA-WEST",NA,NA,NA,NA,7600,NA,NA,NA,NA,NA,91905,NA,NA,NA,772800,NA,2235,39217,31905,NA,NA,NA,NA,NA,7823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6810,NA,NA,NA,NA,NA,24737,NA,NA,NA,203775,NA,539,9739,7426,NA,NA,NA,NA,NA,2508,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2004,"HAWAII",NA,NA,NA,NA,124918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2004,"LOUISIANA",NA,NA,NA,NA,10235,NA,NA,NA,NA,NA,927725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123,NA,NA,NA,NA,NA,535334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2004,"MAINE",NA,3331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2004,"MARYLAND",NA,410,425,NA,NA,456,NA,NA,388,8165,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,85,NA,NA,149,NA,NA,136,3504,NA,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
"416",2004,"MASSACHUSETTS",NA,1216510,NA,NA,24007,NA,NA,NA,NA,1281,302,35,3373,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184436,NA,NA,18392,NA,NA,NA,NA,296,303,630,1628,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2004,"NEW HAMPSHIRE",NA,300,NA,NA,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2004,"NEW JERSEY",NA,3700,152,NA,11407,15078,NA,NA,611,213565,263,229,50,NA,27790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,650,38,NA,10060,8557,NA,NA,527,104517,165,267,117,NA,24048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"419",2004,"NEW YORK",NA,46039,NA,NA,1252,65,NA,81,NA,96093,120,17,NA,NA,17173,87,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,7090,NA,NA,1692,49,NA,29,NA,34546,36,9,NA,NA,24999,70,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA
"420",2004,"NORTH CAROLINA",NA,522576,NA,NA,215482,56672,NA,NA,NA,623697,10436,NA,NA,NA,520264,NA,25876,NA,NA,NA,17356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26167,NA,NA,173244,13554,NA,NA,NA,159993,3291,NA,NA,NA,108124,NA,1415,NA,NA,NA,3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",2004,"OREGON",1880,10146,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,43,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2004,"PROCESS AT SEA",NA,16417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2004,"RHODE ISLAND",NA,147822,NA,NA,NA,NA,NA,NA,NA,3954,NA,NA,68,NA,997,18,NA,NA,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21536,NA,NA,NA,NA,NA,NA,NA,1032,NA,NA,68,NA,292,9,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2004,"SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14179,NA,NA,NA,95021,NA,677,NA,NA,NA,4384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7280,NA,NA,NA,42406,NA,236,NA,NA,NA,3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",2004,"TEXAS",NA,NA,NA,NA,5103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",2004,"VIRGINIA",NA,229818,NA,NA,NA,10220,NA,NA,NA,807760,72326,NA,99,NA,27523,2522,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,28018,NA,NA,NA,3724,NA,NA,NA,560108,27124,NA,36,NA,13918,1316,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA
"427",2004,"WASHINGTON",NA,1071649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",2005,"ALABAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358147,NA,NA,NA,NA,NA,NA,NA,NA,NA,112112,NA,NA,19444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147742,NA,NA,NA,NA,NA,NA,NA,NA,NA,57750,NA,NA,7485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",2005,"ALASKA",NA,21929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",2005,"CALIFORNIA",56220,16871,NA,28645,73432,392771,25496,NA,21065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34778,3450,NA,19997,57607,270784,14027,NA,6234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2005,"CONNECTICUT",NA,83970,NA,NA,NA,NA,NA,NA,NA,3823,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12912,NA,NA,NA,NA,NA,NA,NA,1299,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2005,"DELAWARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2005,"FLORIDA-EAST",NA,NA,NA,NA,4682,NA,NA,NA,NA,NA,185017,NA,NA,NA,294288,NA,NA,17448,23676,NA,351942,NA,NA,NA,81443,4276,NA,46167,NA,114032,NA,NA,NA,NA,NA,NA,NA,NA,5009,NA,NA,NA,NA,NA,80947,NA,NA,NA,122703,NA,NA,7963,9720,NA,144972,NA,NA,NA,39022,1911,NA,22223,NA,61143,NA,NA,NA,NA
"434",2005,"FLORIDA-WEST",NA,NA,NA,NA,11913,NA,NA,NA,NA,NA,219953,NA,NA,NA,635505,NA,3464,50999,64208,NA,10739,NA,NA,19961,18755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10744,NA,NA,NA,NA,NA,69835,NA,NA,NA,199564,NA,1068,14758,19007,NA,3953,NA,NA,6343,6455,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2005,"HAWAII",NA,NA,NA,NA,203827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2005,"LOUISIANA",NA,NA,NA,NA,14434,NA,NA,NA,NA,NA,428305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10119,NA,NA,NA,NA,NA,302674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2005,"MAINE",NA,7183,NA,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2005,"MARYLAND",NA,2739,NA,NA,NA,NA,NA,NA,NA,1337,NA,15,NA,14,NA,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,1163,NA,18,NA,8,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2005,"MASSACHUSETTS",NA,1996957,NA,NA,1421,175,NA,NA,371,15263,NA,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360055,NA,NA,1637,44,NA,NA,134,3302,NA,NA,2401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2005,"NEW HAMPSHIRE",NA,88589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2005,"NEW JERSEY",NA,NA,NA,NA,663,5781,NA,NA,NA,97978,NA,NA,NA,NA,40065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,4127,NA,NA,NA,59186,NA,NA,NA,NA,16513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",2005,"NEW YORK",NA,47410,NA,NA,71,350,NA,NA,NA,80878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11474,NA,NA,102,432,NA,NA,NA,38189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",2005,"NORTH CAROLINA",NA,18865,NA,NA,180644,29152,NA,NA,NA,647578,102238,NA,NA,NA,619734,NA,6500,NA,NA,NA,31698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6036,NA,NA,147228,7323,NA,NA,NA,181611,12703,NA,NA,NA,132657,NA,652,NA,NA,NA,6024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2005,"OREGON",NA,8608,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,983,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",2005,"PROCESS AT SEA",NA,58413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",2005,"RHODE ISLAND",NA,146559,NA,NA,7363,NA,NA,NA,NA,8544,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24200,NA,NA,5978,NA,NA,NA,NA,2533,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",2005,"SOUTH CAROLINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,21019,4374,NA,NA,NA,47548,NA,2296,NA,NA,NA,7840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12611,2506,NA,NA,NA,16997,NA,776,NA,NA,NA,3180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",2005,"TEXAS",NA,NA,NA,NA,4063,NA,NA,NA,NA,NA,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",2005,"VIRGINIA",NA,20168,NA,NA,NA,4098,NA,NA,NA,109872,11999,NA,NA,NA,44814,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3530,NA,NA,NA,1514,NA,NA,NA,140031,1901,NA,NA,NA,23060,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",2005,"WASHINGTON",NA,1195525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",2006,"ALABAMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490383,NA,NA,NA,NA,NA,NA,NA,67998,NA,283672,NA,NA,26094,NA,NA,NA,NA,NA,43865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169718,NA,NA,NA,NA,NA,NA,NA,24100,NA,125840,NA,NA,12127,NA,NA,NA,NA,NA,29462,NA,NA,NA,NA
"452",2006,"ALASKA",NA,90740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",2006,"CALIFORNIA",62654,31762,NA,24686,101133,350973,32748,NA,9540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40628,19419,NA,21604,79416,300785,18384,NA,4509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",2006,"CONNECTICUT",NA,81453,NA,NA,NA,NA,NA,NA,NA,4066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13919,NA,NA,NA,NA,NA,NA,NA,979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",2006,"DELAWARE",NA,48,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",2006,"FLORIDA-EAST",NA,NA,NA,NA,9037,NA,NA,NA,NA,NA,381091,NA,NA,NA,419686,NA,18189,6724,29019,NA,323240,NA,NA,NA,78241,NA,NA,19136,NA,26225,NA,NA,NA,NA,NA,NA,NA,NA,9909,NA,NA,NA,NA,NA,133058,NA,NA,NA,140967,NA,11843,2381,9165,NA,115821,NA,NA,NA,33803,NA,NA,9452,NA,11043,NA,NA,NA,NA
"457",2006,"FLORIDA-WEST",NA,NA,NA,NA,14242,NA,NA,NA,NA,NA,197746,NA,NA,NA,978313,NA,10687,83761,104007,NA,25857,NA,NA,22581,24420,NA,NA,NA,NA,1203,NA,NA,NA,NA,NA,NA,NA,NA,14821,NA,NA,NA,NA,NA,61289,NA,NA,NA,254157,NA,4013,21390,29640,NA,9792,NA,NA,7769,9152,NA,NA,NA,NA,423,NA,NA,NA,NA
"458",2006,"HAWAII",NA,NA,NA,NA,195581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
